Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
tig00000001_polypolish	cds	4605435	4605950	-	NHFMJM_21255		Membrane protein-like protein	COG:COG3308, COG:S, SO:0001217, UniRef:UniRef50_B7X1J5, UniRef:UniRef90_B7X1J5
tig00000001_polypolish	cds	4605986	4607773	+	NHFMJM_21260	brkB	UPF0761 membrane protein O987_19365	COG:COG1295, COG:S, SO:0001217, UniRef:UniRef50_A0A076PVY7, UniRef:UniRef90_A0A076PVY7
tig00000001_polypolish	cds	4607908	4608264	-	NHFMJM_21265		Membrane protein	COG:COG4323, COG:S, SO:0001217, UniRef:UniRef50_A0A0Q5LLX5, UniRef:UniRef90_B7X1J7
tig00000001_polypolish	cds	4608517	4609329	+	NHFMJM_21270	menH	Alpha/beta hydrolase fold protein	COG:COG0596, COG:HR, SO:0001217, UniRef:UniRef50_A0A157LRY0, UniRef:UniRef90_D0J2M4
tig00000001_polypolish	cds	4609315	4610202	-	NHFMJM_21275		DUF1911 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A076PX66, UniRef:UniRef90_A0A076PX66
tig00000001_polypolish	cds	4610220	4611029	-	NHFMJM_21280	menH	Alpha/beta hydrolase	COG:COG0596, COG:HR, SO:0001217, UniRef:UniRef50_A0A554XBK2, UniRef:UniRef90_A0A076PTF8
tig00000001_polypolish	cds	4611058	4612557	-	NHFMJM_21285		hypothetical protein	
tig00000001_polypolish	cds	4612573	4613871	-	NHFMJM_21290	mET17	O-acetylhomoserine sulfhydrolase	COG:COG2873, COG:E, RefSeq:WP_003076227.1, SO:0001217, UniParc:UPI0002464B16, UniRef:UniRef100_A0A096EZS7, UniRef:UniRef50_A0A0L0M2S6, UniRef:UniRef90_A1W6H2
tig00000001_polypolish	cds	4614126	4614578	+	NHFMJM_21295	cBS	CBS domain-containing protein	COG:COG0517, COG:T, SO:0001217, UniRef:UniRef50_A0A1E7W6G6, UniRef:UniRef90_A0A072T3A8
tig00000001_polypolish	cds	4614722	4615819	+	NHFMJM_21300	aroC	Chorismate synthase	COG:COG0082, COG:E, SO:0001217, UniRef:UniRef50_Q2Y7L8, UniRef:UniRef90_A9BMP1
tig00000001_polypolish	cds	4615870	4617705	+	NHFMJM_21305	ushA	5'-Nucleotidase-like protein	COG:COG0737, COG:FV, SO:0001217, UniRef:UniRef50_A0A0H2MG24, UniRef:UniRef90_D0J285
tig00000001_polypolish	cds	4617837	4618319	-	NHFMJM_21310	nrdR	Transcriptional repressor NrdR	COG:COG1327, COG:K, RefSeq:WP_087081895.1, SO:0001217, UniParc:UPI000A2D0E09, UniRef:UniRef100_A0A1Y1J403, UniRef:UniRef50_Q5P7P0, UniRef:UniRef90_A0A076PX55
tig00000001_polypolish	cds	4618341	4619588	-	NHFMJM_21315	glyA	Serine hydroxymethyltransferase	COG:COG0112, COG:E, SO:0001217, UniRef:UniRef50_A1WQP4, UniRef:UniRef90_A0A1Y1J0J8
tig00000001_polypolish	ncRNA-region	4619624	4619778	-			ZMP/ZTP riboswitch	RFAM:RF01750, SO:0000035
tig00000001_polypolish	cds	4619894	4620727	-	NHFMJM_21320	mltE	Lytic transglycosylase, catalytic	COG:COG0741, COG:M, RefSeq:WP_034348900.1, SO:0001217, UniParc:UPI00054E049C, UniRef:UniRef100_A0A370EHV8, UniRef:UniRef50_A0A068YZM2, UniRef:UniRef90_D0J282
tig00000001_polypolish	cds	4621597	4625505	+	NHFMJM_21325	asmA	AsmA	COG:COG2982, COG:M, SO:0001217, UniRef:UniRef50_A9BMN7, UniRef:UniRef90_D0J281
tig00000001_polypolish	cds	4625721	4628375	+	NHFMJM_21330		hypothetical protein	SO:0001217, UniRef:UniRef50_D0J280, UniRef:UniRef90_D0J280
tig00000001_polypolish	cds	4628501	4629055	+	NHFMJM_21335		hypothetical protein	
tig00000001_polypolish	tRNA	4629504	4629588	-	NHFMJM_21340	Leu_trna	tRNA-Leu	SO:0000264
tig00000001_polypolish	tRNA	4629813	4629897	-	NHFMJM_21345	Leu_trna	tRNA-Leu	SO:0000264
tig00000001_polypolish	tRNA	4630041	4630125	-	NHFMJM_21350	Leu_trna	tRNA-Leu	SO:0000264
tig00000001_polypolish	tRNA	4630269	4630353	-	NHFMJM_21355	Leu_trna	tRNA-Leu	SO:0000264
tig00000001_polypolish	tRNA	4630497	4630581	-	NHFMJM_21360	Leu_trna	tRNA-Leu	SO:0000264
tig00000001_polypolish	tRNA	4630727	4630811	-	NHFMJM_21365	Leu_trna	tRNA-Leu	SO:0000264
tig00000001_polypolish	cds	4630846	4633491	+	NHFMJM_21370	rnr	Ribonuclease R	COG:COG0557, COG:K, SO:0001217, UniRef:UniRef50_A0A2J7VZA3, UniRef:UniRef90_D0J279
tig00000001_polypolish	cds	4633556	4635154	-	NHFMJM_21375		ADP-dependent (S)-NAD(P)H-hydrate dehydratase	SO:0001217, UniRef:UniRef50_A1WHT0, UniRef:UniRef90_A0A1Y1IXG7
tig00000001_polypolish	cds	4635252	4636640	-	NHFMJM_21380	gatA	Amidase/aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A	COG:COG0154, COG:J, SO:0001217, UniRef:UniRef50_G0EU73, UniRef:UniRef90_A0A7Z0JXK6
tig00000001_polypolish	cds	4636867	4637619	+	NHFMJM_21385	rpsB	30S ribosomal protein S2	COG:COG0052, COG:J, GO:0003735, GO:0006412, GO:0015935, RefSeq:WP_034367375.1, SO:0001217, UniParc:UPI00050D9F2A, UniRef:UniRef100_A0A096HQ50, UniRef:UniRef50_Q39W88, UniRef:UniRef90_A9BMN2
tig00000001_polypolish	cds	4637729	4638622	+	NHFMJM_21390	tsf	Elongation factor Ts	COG:COG0264, COG:J, SO:0001217, UniRef:UniRef50_Q7WJ93, UniRef:UniRef90_D0J274
tig00000001_polypolish	cds	4638716	4639438	+	NHFMJM_21395	pyrH	Uridylate kinase	COG:COG0528, COG:F, SO:0001217, UniRef:UniRef50_A0KHG5, UniRef:UniRef90_E8TT70
tig00000001_polypolish	cds	4639476	4640036	+	NHFMJM_21400	frr	Ribosome-recycling factor	COG:COG0233, COG:J, SO:0001217, UniRef:UniRef50_A9BMM9, UniRef:UniRef90_B7X1L9
tig00000001_polypolish	cds	4640060	4640797	+	NHFMJM_21405	uppS	Isoprenyl transferase	COG:COG0020, COG:I, SO:0001217, UniRef:UniRef50_Q82TZ9, UniRef:UniRef90_A0A096DH81
tig00000001_polypolish	cds	4640812	4641669	+	NHFMJM_21410	cdsA	Phosphatidate cytidylyltransferase	COG:COG0575, COG:I, SO:0001217, UniRef:UniRef50_F5XVS5, UniRef:UniRef90_B7X1M1
tig00000001_polypolish	cds	4641666	4642844	+	NHFMJM_21415	dxr	1-deoxy-D-xylulose 5-phosphate reductoisomerase	COG:COG0743, COG:I, SO:0001217, UniRef:UniRef50_Q8XZI5, UniRef:UniRef90_D0J269
tig00000001_polypolish	cds	4642937	4644307	+	NHFMJM_21420	rseP	Zinc metalloprotease	COG:COG0750, COG:OK, SO:0001217, UniRef:UniRef50_A0A519IE10, UniRef:UniRef90_A0A5D9APJ6
tig00000001_polypolish	cds	4644351	4646666	+	NHFMJM_21425	bamA	Outer membrane protein assembly factor BamA	COG:COG4775, COG:M, SO:0001217, UniRef:UniRef50_E3HTL3, UniRef:UniRef90_D0J267
tig00000001_polypolish	cds	4646666	4647172	+	NHFMJM_21430	hlpA	Outer membrane chaperone Skp (OmpH)	COG:COG2825, COG:MO, RefSeq:WP_034367360.1, SO:0001217, UniParc:UPI00050F957D, UniRef:UniRef100_A0A096FMT7, UniRef:UniRef50_F5XVS9, UniRef:UniRef90_B7X1M5
tig00000001_polypolish	cds	4647189	4648190	+	NHFMJM_21435	lpxD	UDP-3-O-acylglucosamine N-acyltransferase	COG:COG1044, COG:M, SO:0001217, UniRef:UniRef50_B9MGM7, UniRef:UniRef90_A0A373FKK6
tig00000001_polypolish	cds	4648190	4648630	+	NHFMJM_21440	fabZ	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ	COG:COG0764, COG:I, RefSeq:WP_003053425.1, SO:0001217, UniParc:UPI0000E7F2D1, UniRef:UniRef100_A0A096GPF2, UniRef:UniRef50_Q12A42, UniRef:UniRef90_A0A096GPF2
tig00000001_polypolish	cds	4648637	4649434	+	NHFMJM_21445	lpxA	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase	COG:COG1043, COG:M, SO:0001217, UniRef:UniRef50_A6V1E4, UniRef:UniRef90_A0A076PTC5
tig00000001_polypolish	cds	4649539	4650681	+	NHFMJM_21450	lpxB	Lipid-A-disaccharide synthase	COG:COG0763, COG:M, SO:0001217, UniRef:UniRef50_A1WHV5, UniRef:UniRef90_A0A0E3BGC4
tig00000001_polypolish	cds	4650644	4651375	+	NHFMJM_21455	rnhB	Ribonuclease HII	COG:COG0164, COG:L, SO:0001217, UniRef:UniRef50_A1TN83, UniRef:UniRef90_D0J261
tig00000001_polypolish	cds	4651592	4652383	+	NHFMJM_21460	spoU	tRNA/rRNA methyltransferase (SpoU)	COG:COG0566, COG:J, SO:0001217, UniRef:UniRef50_A0A0K8P6V5, UniRef:UniRef90_D0J260
tig00000001_polypolish	cds	4653452	4655143	+	NHFMJM_21465	ltrA	Group II intron reverse transcriptase/maturase	SO:0001217, UniRef:UniRef50_A0A4P7LM84, UniRef:UniRef90_A0A5N7XCL3
tig00000001_polypolish	cds	4655417	4656589	+	NHFMJM_21470	carA	Carbamoyl-phosphate synthase small chain	COG:COG0505, COG:EF, SO:0001217, UniRef:UniRef50_Q50983, UniRef:UniRef90_B7X1N3
tig00000001_polypolish	cds	4656582	4659833	+	NHFMJM_21475	carB	Carbamoyl-phosphate synthase large chain	COG:COG0458, COG:EF, SO:0001217, UniRef:UniRef50_P00968, UniRef:UniRef90_A9BML5
tig00000001_polypolish	cds	4660054	4660530	+	NHFMJM_21480	greA	Transcription elongation factor GreA	COG:COG0782, COG:K, SO:0001217, UniRef:UniRef50_Q9PEC0, UniRef:UniRef90_A0A096DUV2
tig00000001_polypolish	cds	4660677	4661099	+	NHFMJM_21485		DUF4149 domain-containing protein	SO:0001217, UniRef:UniRef50_D0J256, UniRef:UniRef90_D0J256
tig00000001_polypolish	cds	4661146	4662030	+	NHFMJM_21490		3-deoxy-D-manno-oct-2-ulosonic acid (Kdo) hydroxylase	SO:0001217, UniRef:UniRef50_A0A643FEK8, UniRef:UniRef90_D0J255
tig00000001_polypolish	cds	4662138	4662896	-	NHFMJM_21495		Glycosyltransferase	SO:0001217, UniRef:UniRef50_A0A0U3JV98, UniRef:UniRef90_A0A076PX25
tig00000001_polypolish	cds	4662959	4663429	-	NHFMJM_21500	yhbY	CRM domain-containing protein	COG:COG1534, COG:J, RefSeq:WP_003067342.1, SO:0001217, UniParc:UPI0001BB1205, UniRef:UniRef100_A0A096H0W3, UniRef:UniRef50_Q21WW9, UniRef:UniRef90_B7X1N9
tig00000001_polypolish	cds	4663462	4664124	+	NHFMJM_21505	rlmE	Ribosomal RNA large subunit methyltransferase E	COG:COG0293, COG:J, SO:0001217, UniRef:UniRef50_A9BML0, UniRef:UniRef90_A0A1Y1IZG4
tig00000001_polypolish	cds	4664371	4666293	+	NHFMJM_21510	hflB	ATP-dependent zinc metalloprotease FtsH	COG:COG0465, COG:O, RefSeq:WP_034367419.1, SO:0001217, UniParc:UPI0005101526, UniRef:UniRef100_A0A096FMS5, UniRef:UniRef50_A0L4S0, UniRef:UniRef90_A0A1D8J9V9
tig00000001_polypolish	cds	4666365	4667213	+	NHFMJM_21515	folP	Dihydropteroate synthase	COG:COG0294, COG:H, SO:0001217, UniRef:UniRef50_A0A2A2ALY5, UniRef:UniRef90_A0A5D9ASZ0
tig00000001_polypolish	cds	4667251	4668585	+	NHFMJM_21520	glmM	Phosphoglucosamine mutase	COG:COG1109, COG:G, SO:0001217, UniRef:UniRef50_A4SXL3, UniRef:UniRef90_A0A5A7MHB5
tig00000001_polypolish	cds	4669057	4671123	+	NHFMJM_21525	ppk1	Polyphosphate kinase	COG:COG0855, COG:P, SO:0001217, UniRef:UniRef50_A0A4S5C2B3, UniRef:UniRef90_A0A076PTA7
tig00000001_polypolish	cds	4671298	4672833	-	NHFMJM_21530	ppx	Exopolyphosphatase/guanosine-5'-triphosphate, 3'-diphosphate pyrophosphatase	COG:COG0248, COG:FT, SO:0001217, UniRef:UniRef50_F5Y153, UniRef:UniRef90_A0A7Z0JZV9
tig00000001_polypolish	cds	4673234	4674265	+	NHFMJM_21535	pstS	Phosphate-binding protein PstS	COG:COG0226, COG:P, RefSeq:WP_003080259.1, SO:0001217, UniParc:UPI0002465376, UniRef:UniRef100_A0A370EK81, UniRef:UniRef50_A0A083ZUS5, UniRef:UniRef90_A0A096DZB0
tig00000001_polypolish	cds	4674439	4675377	+	NHFMJM_21540	pstC	Phosphate transport system permease protein	COG:COG0573, COG:P, RefSeq:WP_179627128.1, SO:0001217, UniParc:UPI0015CE0F86, UniRef:UniRef100_A0A7Z0JYT6, UniRef:UniRef50_P45191, UniRef:UniRef90_A0A1D8J9Q9
tig00000001_polypolish	cds	4675374	4676264	+	NHFMJM_21545	pstA	Phosphate transport system permease protein PstA	COG:COG0581, COG:P, SO:0001217, UniRef:UniRef50_A0A0X8K5P1, UniRef:UniRef90_A0A0E3BES8
tig00000001_polypolish	cds	4676282	4677058	+	NHFMJM_21550	pstB	Phosphate import ATP-binding protein PstB	COG:COG1117, COG:P, SO:0001217, UniRef:UniRef50_P46342, UniRef:UniRef90_A0A096H0V8
tig00000001_polypolish	cds	4677069	4677770	+	NHFMJM_21555	phoU	Phosphate-specific transport system accessory protein PhoU	COG:COG0704, COG:P, RefSeq:WP_003053453.1, SO:0001217, UniParc:UPI0000E7F44C, UniRef:UniRef100_B7X1Q0, UniRef:UniRef50_Q9XBG0, UniRef:UniRef90_A0A072TE27
tig00000001_polypolish	cds	4677789	4678484	+	NHFMJM_21560	phoB	Phosphate regulon transcriptional regulatory protein PhoB	COG:COG0745, COG:TK, RefSeq:WP_003053455.1, SO:0001217, UniParc:UPI0000E7F24B, UniRef:UniRef100_A0A0K6I4T4, UniRef:UniRef50_A0A0J7JYU6, UniRef:UniRef90_A0A072T2S7
tig00000001_polypolish	cds	4678551	4679948	+	NHFMJM_21565	phoR	Phosphate regulon sensor protein PhoR	COG:COG5002, COG:T, SO:0001217, UniRef:UniRef50_A0A4V2AD14, UniRef:UniRef90_A0A5A7MHC4
tig00000001_polypolish	cds	4679945	4681318	-	NHFMJM_21570	norM	Multidrug transporter MatE	COG:COG0534, COG:V, SO:0001217, UniRef:UniRef50_A0A0P0MA46, UniRef:UniRef90_A0A0L7MWP7
tig00000001_polypolish	cds	4681315	4683039	-	NHFMJM_21575		4-amino-4-deoxy-L-arabinose transferase or related glycosyltransferase of PMT family	SO:0001217, UniRef:UniRef50_A0A2G6ZPR0, UniRef:UniRef90_A0A0K6I5E2
tig00000001_polypolish	cds	4683215	4683460	-	NHFMJM_21580	rpmE,rpmE2	50S ribosomal protein L31	RefSeq:WP_003053459.1, SO:0001217, UniParc:UPI00018BFAFD, UniRef:UniRef100_A0A0K6I4R9, UniRef:UniRef50_A0A0K6I4R9, UniRef:UniRef90_A0A0K6I4R9
tig00000001_polypolish	cds	4683754	4685520	+	NHFMJM_21585		Poly-beta-hydroxybutyrate polymerase-like protein	SO:0001217, UniRef:UniRef50_A0A0M6XUZ9, UniRef:UniRef90_D0J236
tig00000001_polypolish	cds	4685608	4686081	+	NHFMJM_21590		Phasin-2 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A076PX05, UniRef:UniRef90_A0A096HQ14
tig00000001_polypolish	cds	4686265	4688583	+	NHFMJM_21595	phaC	Poly-beta-hydroxybutyrate synthase	COG:COG3243, COG:I, SO:0001217, UniRef:UniRef50_A0A3G6HSH0, UniRef:UniRef90_D0J233
tig00000001_polypolish	cds	4688601	4689701	+	NHFMJM_21600	pta	Phosphate acetyltransferase	COG:C, COG:COG0280, SO:0001217, UniRef:UniRef50_A0A1L3LNC3, UniRef:UniRef90_A0A0E3BZ81
tig00000001_polypolish	cds	4689773	4690978	+	NHFMJM_21605	ackA	Acetate kinase	COG:C, COG:COG0282, SO:0001217, UniRef:UniRef50_V6A937, UniRef:UniRef90_A0A076PM17
tig00000001_polypolish	cds	4691218	4692345	-	NHFMJM_21610	yadH	Membrane protein	COG:COG0842, COG:V, SO:0001217, UniRef:UniRef50_A0A6I3T295, UniRef:UniRef90_A0A076PT81
tig00000001_polypolish	cds	4692535	4695324	-	NHFMJM_21615	ccmA	Response regulator receiver protein	COG:COG1131, COG:V, SO:0001217, UniRef:UniRef50_P37624, UniRef:UniRef90_D0J228
tig00000001_polypolish	cds	4695345	4696430	-	NHFMJM_21620	emrA	Glycoside hydrolase family 43	COG:COG1566, COG:V, SO:0001217, UniRef:UniRef50_A0A2U4EA93, UniRef:UniRef90_A0A076PM12
tig00000001_polypolish	cds	4696442	4697884	-	NHFMJM_21625	tolC	RND transporter	COG:COG1538, COG:M, SO:0001217, UniRef:UniRef50_U1YFD5, UniRef:UniRef90_A0A0E3BZ76
tig00000001_polypolish	cds	4698117	4699379	-	NHFMJM_21630	rho	Transcription termination factor Rho	COG:COG1158, COG:K, SO:0001217, UniRef:UniRef50_Q7NXP1, UniRef:UniRef90_A0A4D4JUW8
tig00000001_polypolish	cds	4699665	4699994	-	NHFMJM_21635	trxA	Thioredoxin	COG:COG3118, COG:O, RefSeq:WP_003053480.1, SO:0001217, UniParc:UPI0000E7F3E5, UniRef:UniRef100_A0A096DZ93, UniRef:UniRef50_A0A1C9CD68, UniRef:UniRef90_A0A096DZ93
tig00000001_polypolish	cds	4700208	4701500	+	NHFMJM_21640	yhiN	Flavoprotein, HI0933 family/uncharacterized flavoprotein, PP_4765 family	COG:COG2081, COG:R, SO:0001217, UniRef:UniRef50_A0A6S7ETW1, UniRef:UniRef90_A0A0K6I588
tig00000001_polypolish	cds	4701969	4702283	+	NHFMJM_21645		hypothetical protein	RefSeq:WP_003080190.1, SO:0001217, UniParc:UPI000246525B, UniRef:UniRef100_A0A096H0T8, UniRef:UniRef50_A0A096H0T8, UniRef:UniRef90_A0A096H0T8
tig00000001_polypolish	tRNA	4702330	4702405	-	NHFMJM_21650	Asn_trna	tRNA-Asn	SO:0000257
tig00000001_polypolish	tRNA	4702453	4702528	-	NHFMJM_21655	Asn_trna	tRNA-Asn	SO:0000257
tig00000001_polypolish	tRNA	4702576	4702651	-	NHFMJM_21660	Asn_trna	tRNA-Asn	SO:0000257
tig00000001_polypolish	tRNA	4702699	4702774	-	NHFMJM_21665	Asn_trna	tRNA-Asn	SO:0000257
tig00000001_polypolish	tRNA	4702820	4702895	-	NHFMJM_21670	Asn_trna	tRNA-Asn	SO:0000257
tig00000001_polypolish	cds	4703077	4703616	+	NHFMJM_21675	def	Peptide deformylase	RefSeq:WP_003080185.1, SO:0001217, UniParc:UPI000246525A, UniRef:UniRef100_UPI000246525A, UniRef:UniRef50_A0A1F4BZL6, UniRef:UniRef90_A0A096E579
tig00000001_polypolish	cds	4704148	4705638	+	NHFMJM_21680	pbuX	Uracil permease	COG:COG2233, COG:F, SO:0001217, UniRef:UniRef50_A0A2G5FLY3, UniRef:UniRef90_A0A076PWY8
tig00000001_polypolish	cds	4705775	4706842	-	NHFMJM_21685	trxB	Ferredoxin--NADP reductase	COG:COG0492, COG:O, SO:0001217, UniRef:UniRef50_A1TRN6, UniRef:UniRef90_D0J219
tig00000001_polypolish	cds	4706879	4707208	-	NHFMJM_21690	iorA	Ferredoxin	COG:C, COG:COG4231, RefSeq:WP_003053491.1, SO:0001217, UniParc:UPI0000E7F31C, UniRef:UniRef100_A0A373FKS8, UniRef:UniRef50_A0A1W6ZLY9, UniRef:UniRef90_F6AUZ9
tig00000001_polypolish	cds	4707354	4708727	-	NHFMJM_21695	cysN	ATP-sulfurylase large subunit	COG:COG2895, COG:P, SO:0001217, UniRef:UniRef50_A0A238DLH0, UniRef:UniRef90_D0J217
tig00000001_polypolish	cds	4708866	4709798	-	NHFMJM_21700	cysD	ATP-sulfurylase small subunit	COG:COG0175, COG:EH, SO:0001217, UniRef:UniRef50_A1UK27, UniRef:UniRef90_A0A1Y1IXP0
tig00000001_polypolish	cds	4709920	4710567	-	NHFMJM_21705	cysD	Phosphoadenylyl-sulfate reductase (Thioredoxin)	COG:COG0175, COG:EH, SO:0001217, UniRef:UniRef50_N9L0W4, UniRef:UniRef90_B7X2H4
tig00000001_polypolish	cds	4710564	4710950	-	NHFMJM_21710		DUF934 domain-containing protein	COG:COG3749, COG:S, SO:0001217, UniRef:UniRef50_A0A158HS30, UniRef:UniRef90_B7X2H5
tig00000001_polypolish	cds	4710975	4712759	-	NHFMJM_21715	cysI	Sulfite reductase (Ferredoxin)	COG:COG0155, COG:P, SO:0001217, UniRef:UniRef50_A0A542RV01, UniRef:UniRef90_B7X2H6
tig00000001_polypolish	cds	4713044	4714363	+	NHFMJM_21720	tlyC	Hemolysin-related protein, contains CBS domains, UPF0053 family	COG:COG1253, COG:R, SO:0001217, UniRef:UniRef50_E7RW49, UniRef:UniRef90_B7X2H7
tig00000001_polypolish	cds	4714440	4716407	-	NHFMJM_21725	mnmC	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC	COG:COG4121, COG:J, SO:0001217, UniRef:UniRef50_Q12B26, UniRef:UniRef90_D0J211
tig00000001_polypolish	cds	4716550	4717215	-	NHFMJM_21730	yadS	Membrane protein	COG:COG2860, COG:S, SO:0001217, UniRef:UniRef50_E0SBD1, UniRef:UniRef90_A0A0K6I4Z8
tig00000001_polypolish	ncRNA-region	4717268	4717387	-			Glycine riboswitch	RFAM:RF00504, SO:0000035
tig00000001_polypolish	ncRNA-region	4717401	4717493	-			Glycine riboswitch	RFAM:RF00504, SO:0000035
tig00000001_polypolish	cds	4717754	4718278	-	NHFMJM_21735		Cytochrome b561	SO:0001217, UniRef:UniRef50_U3GCF3, UniRef:UniRef90_A0A1Y1IZB7
tig00000001_polypolish	cds	4718397	4719710	-	NHFMJM_21740		Heavy metal RND efflux outer membrane protein	SO:0001217, UniRef:UniRef50_A0A5N7WDK7, UniRef:UniRef90_A0A1Y1J167
tig00000001_polypolish	cds	4719707	4722805	-	NHFMJM_21745	cusA	Cytochrome C peroxidase	COG:COG3696, COG:P, SO:0001217, UniRef:UniRef50_A0A076Q047, UniRef:UniRef90_A0A076Q047
tig00000001_polypolish	cds	4722805	4723872	-	NHFMJM_21750	acrA	HlyD-D23 domain-containing protein	COG:COG0845, COG:MV, SO:0001217, UniRef:UniRef50_A0A401K884, UniRef:UniRef90_A0A5A7MJ03
tig00000001_polypolish	cds	4724194	4724427	+	NHFMJM_21755		hypothetical protein	
tig00000001_polypolish	cds	4724843	4726003	+	NHFMJM_21760		Transposase and inactivated derivatives, IS30 family	SO:0001217, UniRef:UniRef50_A0A139BN95, UniRef:UniRef90_A0A0K6IEK2
tig00000001_polypolish	cds	4726286	4727245	+	NHFMJM_21765		Sulfonate ABC transporter substrate-binding protein	SO:0001217, UniRef:UniRef50_F0FWJ8, UniRef:UniRef90_A0A096F4D8
tig00000001_polypolish	cds	4727261	4728640	+	NHFMJM_21770		Monooxygenase	SO:0001217, UniRef:UniRef50_O34974, UniRef:UniRef90_A0A0L7MKW2
tig00000001_polypolish	cds	4728707	4730308	-	NHFMJM_21775		Sulfurtransferase	SO:0001217, UniRef:UniRef50_A0A109LEA2, UniRef:UniRef90_A0A0L7ML12
tig00000001_polypolish	cds	4730337	4730960	-	NHFMJM_21780		Cysteine dioxygenase	SO:0001217, UniRef:UniRef50_A0A375II17, UniRef:UniRef90_A0A096F5B3
tig00000001_polypolish	cds	4731117	4732145	+	NHFMJM_21785		NitT/TauT family transport system substrate-binding protein	SO:0001217, UniRef:UniRef50_A0A3G2FSN6, UniRef:UniRef90_A0A370EF72
tig00000001_polypolish	cds	4732156	4733199	+	NHFMJM_21790		Sulfonate ABC transporter permease	SO:0001217, UniRef:UniRef50_A0A498RUU8, UniRef:UniRef90_A0A0L7ML04
tig00000001_polypolish	cds	4733193	4733999	+	NHFMJM_21795		ABC transporter	SO:0001217, UniRef:UniRef50_A0A2P1V5H8, UniRef:UniRef90_A0A0L7MKV7
tig00000001_polypolish	cds	4734043	4735170	+	NHFMJM_21800		Cytochrome c domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0L7ML07, UniRef:UniRef90_A0A0L7ML07
tig00000001_polypolish	cds	4735287	4736408	+	NHFMJM_21805		Alkanesulfonate monooxygenase	SO:0001217, UniRef:UniRef50_A0A080VJN7, UniRef:UniRef90_A0A0L7MKT6
tig00000001_polypolish	cds	4736437	4737264	+	NHFMJM_21810		Aldolase-II domain-containing protein	SO:0001217, UniRef:UniRef50_A0A142PCT2, UniRef:UniRef90_A0A096GJ42
tig00000001_polypolish	cds	4737261	4738421	+	NHFMJM_21815		Acyl-CoA dehydrogenase	SO:0001217, UniRef:UniRef50_A0A239SDA4, UniRef:UniRef90_A0A0L7MKZ9
tig00000001_polypolish	cds	4738418	4739410	+	NHFMJM_21820		Dihydrofolate reductase	SO:0001217, UniRef:UniRef50_A0A0L7MKV2, UniRef:UniRef90_A0A0L7MKV2
tig00000001_polypolish	cds	4739516	4740466	+	NHFMJM_21825		Sulfonate transport system substrate-binding protein	SO:0001217, UniRef:UniRef50_A0A4U9HTW4, UniRef:UniRef90_A0A370EBR9
tig00000001_polypolish	cds	4740981	4741391	+	NHFMJM_21830		Glyoxalase/bleomycin resistance protein/dioxygenase	COG:COG3607, COG:R, SO:0001217, UniRef:UniRef50_I0APJ3, UniRef:UniRef90_B7X4Z2
tig00000001_polypolish	cds	4741760	4743706	+	NHFMJM_21835		Diguanylate cyclase	SO:0001217, UniRef:UniRef50_A0A076PP16, UniRef:UniRef90_A0A076PP16
tig00000001_polypolish	cds	4743907	4744848	-	NHFMJM_21840	lysR	D-malate degradation protein R	COG:COG0583, COG:K, SO:0001217, UniRef:UniRef50_A0A6S6YQT9, UniRef:UniRef90_A0A377QQ69
tig00000001_polypolish	cds	4744920	4746425	+	NHFMJM_21845		2-polyprenyl-6-methoxyphenol hydroxylase-like FAD-dependent oxidoreductase	SO:0001217, UniRef:UniRef50_A0A6S7E3D2, UniRef:UniRef90_A0A370EEE6
tig00000001_polypolish	cds	4746612	4747754	+	NHFMJM_21850	ompC	Gram-negative type outer membrane porin protein	COG:COG3203, COG:M, SO:0001217, UniRef:UniRef50_D0J1X5, UniRef:UniRef90_D0J1X5
tig00000001_polypolish	cds	4747863	4749443	+	NHFMJM_21855		Esterase-like activity of phytase family protein	COG:COG4222, COG:S, SO:0001217, UniRef:UniRef50_A0A6N7D6L2, UniRef:UniRef90_A0A3G2FTE0
tig00000001_polypolish	cds	4749666	4750247	-	NHFMJM_21860	acrR	Transcriptional regulator, TetR family	COG:COG1309, COG:K, SO:0001217, UniRef:UniRef50_A0A0Q6X4C0, UniRef:UniRef90_B9MHG2
tig00000001_polypolish	cds	4750345	4751616	+	NHFMJM_21865	fabB	3-oxoacyl-[acyl-carrier-protein] synthase 2	COG:COG0304, COG:IQ, SO:0001217, UniRef:UniRef50_A0A1A8T0A3, UniRef:UniRef90_A0A5N7W3F1
tig00000001_polypolish	cds	4751854	4752681	-	NHFMJM_21870	tauE	putative membrane transporter protein	COG:COG0730, COG:P, SO:0001217, UniRef:UniRef50_A0A246QC92, UniRef:UniRef90_D0J1X1
tig00000001_polypolish	cds	4752705	4753553	+	NHFMJM_21875	araC	Transcriptional regulator, AraC family	COG:COG2207, COG:K, SO:0001217, UniRef:UniRef50_G8Q6R8, UniRef:UniRef90_D0J1X0
